,S,iteration,R_e,I_max
89,0,917,3.4968152866242037,364
90,0,927,3.590643274853801,388
91,0,1173,2.6363636363636362,346
92,0,727,3.5954545454545452,444
93,0,1311,3.0842105263157893,347
94,0,1304,4.086666666666667,385
95,0,805,2.9086294416243654,312
96,0,1228,3.588709677419355,348
97,0,735,3.0338983050847457,315
98,0,1066,5.070652173913044,346
99,0,774,4.018018018018018,326
100,0,735,3.0452488687782804,339
101,0,906,3.1,354
102,0,866,3.8671875,368
103,0,1038,3.0,363
104,0,533,2.564885496183206,336
105,0,1351,3.4906832298136647,351
106,0,1144,4.226190476190476,362
107,0,882,2.7868852459016393,348
108,0,1439,3.882978723404255,355
109,0,1060,3.227722772277228,361
110,0,1091,3.535211267605634,343
111,0,1020,3.394904458598726,378
112,0,1001,3.6334405144694535,469
113,0,945,3.6324786324786325,366
114,0,660,2.4012738853503186,380
115,0,878,2.9618320610687023,387
116,0,1602,3.9358974358974357,438
117,0,531,2.7,344
118,0,1085,4.222222222222222,317
119,0,1217,3.5084745762711864,348
120,0,836,2.8181818181818183,374
121,0,1066,3.5405405405405403,338
122,0,1226,3.735955056179775,421
123,0,1005,3.559322033898305,339
124,0,653,3.5445544554455446,359
125,0,898,3.537037037037037,329
126,0,972,3.511627906976744,373
127,0,761,2.8740740740740742,342
128,0,913,2.496124031007752,367
129,0,708,3.0,383
130,0,731,3.623529411764706,311
131,0,1175,3.671232876712329,337
132,0,841,3.1272727272727274,338
133,0,1171,3.940119760479042,338
134,0,1040,3.3140495867768593,339
135,0,935,3.5616438356164384,306
136,0,1178,3.2452830188679247,368
137,0,1019,2.831460674157303,380
138,0,890,4.355769230769231,374
139,0,956,3.4880636604774535,331
140,0,1353,3.8020833333333335,380
141,0,997,3.8805970149253732,373
142,0,909,3.484732824427481,329
143,0,906,3.1588785046728973,433
144,0,1003,3.654450261780105,400
145,0,746,3.759259259259259,310
146,0,889,3.302521008403361,352
147,0,664,3.1853932584269664,336
148,0,1083,3.92,346
149,0,1371,3.6481481481481484,372
150,0,795,3.4246575342465753,338
151,0,980,3.2157894736842105,345
152,0,1109,3.957055214723926,308
153,0,1502,2.8777777777777778,376
154,0,861,3.422222222222222,366
155,0,1190,3.123809523809524,364
156,0,913,3.1686746987951806,382
157,0,1396,3.8674698795180724,350
158,0,1084,4.5,313
159,0,651,3.262135922330097,379
160,0,1014,5.718446601941747,363
161,0,1339,2.8969072164948453,371
162,0,600,2.8260869565217392,361
163,0,825,3.088815789473684,402
164,0,1272,4.126760563380282,352
165,0,1074,3.1470588235294117,335
166,0,1095,3.3820224719101124,359
167,0,1356,3.261904761904762,324
168,0,1238,3.1686746987951806,347
169,0,1263,2.51,346
170,0,1233,4.54074074074074,888
171,0,941,3.8189655172413794,338
172,0,826,2.8658536585365852,345
173,0,1315,4.815789473684211,357
174,0,919,4.121827411167513,360
175,0,1214,5.317829457364341,558
176,0,1173,4.253333333333333,353
177,0,1052,3.63,346
178,0,1150,3.995145631067961,352
179,0,905,2.44954128440367,368
180,0,1129,3.557377049180328,344
181,0,1796,3.230769230769231,354
182,0,968,3.193877551020408,347
183,0,1504,5.0,359
184,0,993,4.545454545454546,483
185,0,1199,3.7426470588235294,362
186,0,820,3.6736842105263157,392
187,0,1232,3.695852534562212,347
188,0,550,2.205574912891986,339
189,0,952,3.0,346
190,0,892,3.221311475409836,321
191,0,966,3.586206896551724,330
192,0,923,3.268421052631579,372
193,0,1064,3.260869565217391,364
194,0,777,3.1485148514851486,353
195,0,938,3.9753086419753085,361
196,0,1258,4.122641509433962,327
197,0,1334,3.965811965811966,392
198,0,1426,4.378947368421053,342
199,0,1137,2.7251461988304095,586
200,0,1088,3.276243093922652,325
201,0,1482,2.9565217391304346,311
202,0,1223,2.806603773584906,352
203,0,1111,2.875,343
204,0,1137,4.390243902439025,377
205,0,1159,4.0,349
206,0,1353,3.782608695652174,322
207,0,1235,2.6565656565656566,395
208,0,937,3.205263157894737,356
209,0,1061,4.1345029239766085,324
210,0,1364,3.4423076923076925,343
211,0,1330,4.608108108108108,359
212,0,835,3.972972972972973,387
213,0,776,6.228486646884273,327
214,0,1356,3.4413793103448276,353
215,0,1217,3.2666666666666666,360
216,0,1238,3.243781094527363,341
217,0,708,2.4871794871794872,344
218,0,724,2.551851851851852,338
219,0,1329,4.544776119402985,496
220,0,1452,3.3012048192771086,421
221,0,1326,3.6210526315789475,544
222,0,842,3.0091185410334345,356
223,0,886,2.808219178082192,362
224,0,1251,4.05511811023622,343
225,0,1107,3.1475409836065573,342
226,0,613,3.1830601092896176,344
227,0,1582,3.347826086956522,345
228,0,1410,7.536363636363636,738
229,0,1374,3.6,356
230,0,1060,25.105263157894736,601
231,0,910,3.626865671641791,353
232,0,1320,3.803921568627451,370
233,0,1360,4.161764705882353,510
234,0,1236,4.064102564102564,342
235,0,1093,3.2051282051282053,359
236,0,1200,3.354285714285714,361
237,0,567,2.984848484848485,351
238,0,655,3.691891891891892,348
239,0,972,3.0671140939597317,345
240,0,959,3.076923076923077,352
241,0,517,2.876681614349776,311
242,0,1149,3.16025641025641,340
243,0,1205,2.6382978723404253,337
244,0,732,2.921658986175115,354
245,0,1194,2.9363636363636365,349
246,0,740,3.4671532846715327,348
247,0,1132,2.9243697478991595,375
248,0,986,2.7941176470588234,345
249,0,732,3.386138613861386,391
250,0,863,3.051094890510949,431
251,0,1143,3.1941747572815533,337
252,0,925,3.33587786259542,341
253,0,797,3.469798657718121,316
254,0,592,2.7134831460674156,387
255,0,1400,4.1923076923076925,346
256,0,1018,3.988095238095238,374
257,0,812,4.036231884057971,344
258,0,980,2.7216494845360826,308
259,0,821,3.175355450236967,363
260,0,1008,3.132183908045977,365
261,0,873,7.0198675496688745,345
262,0,889,2.779342723004695,342
263,0,1107,3.1058823529411765,349
264,0,1158,4.691588785046729,342
265,0,1002,3.227272727272727,441
266,0,1121,3.6808510638297873,347
267,0,1160,3.3850267379679146,350
268,0,1045,3.7788461538461537,493
269,0,1306,3.5238095238095237,390
270,0,866,4.027522935779817,351
271,0,463,2.477777777777778,343
272,0,734,3.3088235294117645,321
273,0,988,3.6228070175438596,340
274,0,739,2.574074074074074,352
275,0,663,2.5819209039548023,431
276,0,1164,4.885416666666667,493
277,0,1140,3.336206896551724,360
278,0,789,3.1142857142857143,350
279,0,1666,3.25531914893617,375
280,0,1528,3.838709677419355,338
281,0,1136,3.990049751243781,363
282,0,1291,6.8375,563
283,0,1014,5.200892857142857,380
284,0,1195,4.141414141414141,429
285,0,1132,3.881818181818182,342
286,0,819,3.232804232804233,347
287,0,1279,2.8598130841121496,354
288,0,1118,2.8058823529411763,342
289,0,740,4.2959641255605385,372
290,0,897,4.475728155339806,431
291,0,1016,2.65,391
292,0,1069,2.91812865497076,396
293,0,1275,3.3838383838383836,334
294,0,929,2.9601769911504423,321
295,0,1185,3.2954545454545454,321
296,0,597,3.0088495575221237,308
297,0,957,4.0,393
298,0,907,3.3454545454545452,354
299,0,1155,4.106796116504855,350
